project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
carbon_sequestration,471.81,19,4873.67,173.04,Puducherry,1.31,1915
electric_mobility,42.57,20,5084.55,796.42,Karnataka,0.66,2577
geothermal_energy,321.98,18,1705.25,731.17,Delhi,1.4,2559
electric_mobility,9.8,16,9564.17,273.5,Arunachal Pradesh,1.72,3810
reforestation,390.23,15,6376.59,759.35,Goa,1.84,4707
sustainable_agriculture,106.34,7,2996.09,302.38,Chandigarh,0.89,1437
green_building,275.57,18,8824.13,135.58,Andaman and Nicobar Islands,0.77,2856
electric_mobility,84.95,19,1338.27,596.71,Odisha,0.88,1452
afforestation,353.69,14,9226.5,615.13,Telangana,1.42,4515
methane_capture,312.9,10,4886.21,304.8,Haryana,1.13,2155
carbon_sequestration,406.21,18,4189.01,557.67,Goa,0.64,1971
geothermal_energy,143.83,19,7055.87,514.13,Kerala,1.16,3310
reforestation,303.6,9,1475.11,970.19,Dadra and Nagar Haveli and Daman and Diu,0.72,1840
carbon_sequestration,487.94,10,4249.67,367.36,Andhra Pradesh,1.97,2722
biochar_production,228.25,7,6252.06,109.83,Andhra Pradesh,0.63,2014
methane_capture,449.08,12,9864.52,746.8,Tripura,1.34,4961
carbon_sequestration,251.83,13,2954.63,225.63,Goa,1.91,1748
afforestation,392.11,18,4561.32,136.77,Nagaland,1.86,1877
reforestation,407.97,19,3197.3,448.1,Uttarakhand,0.78,1658
afforestation,416.29,13,4641.48,616.55,Karnataka,2.0,3859
wetland_restoration,384.52,14,9522.62,286.91,Haryana,0.6,3201
solar_power,431.43,17,9092.51,635.56,Himachal Pradesh,0.85,3808
sustainable_agriculture,477.96,18,8404.8,172.42,Haryana,1.09,2897
geothermal_energy,285.94,6,7255.19,520.2,Tripura,0.68,2884
green_building,76.18,12,1767.21,514.87,Telangana,0.96,1519
geothermal_energy,214.88,10,9202.69,137.56,Chhattisgarh,0.54,2909
methane_capture,10.22,20,2334.37,458.53,Lakshadweep,1.3,1892
geothermal_energy,312.92,12,9336.85,602.22,Mizoram,0.83,3801
sustainable_agriculture,434.2,20,9024.09,843.48,Manipur,1.06,4495
methane_capture,353.94,6,4464.8,535.86,Bihar,1.06,2475
afforestation,230.28,9,8927.91,461.85,Andaman and Nicobar Islands,0.63,3260
wind_energy,211.65,9,8723.74,642.26,Maharashtra,0.73,3555
methane_capture,267.58,14,3309.96,483.19,Uttarakhand,1.3,2249
methane_capture,428.25,16,5544.37,894.56,Rajasthan,0.73,2969
sustainable_agriculture,302.86,15,8430.82,595.71,Kerala,1.72,4578
electric_mobility,207.49,16,6592.03,261.63,Arunachal Pradesh,1.87,2956
wetland_restoration,179.47,9,3140.39,399.88,West Bengal,1.95,2502
reforestation,412.99,7,6782.64,773.48,Rajasthan,0.84,3334
sustainable_agriculture,258.59,11,3953.26,171.28,Mizoram,1.72,1775
wetland_restoration,180.95,15,5793.76,480.22,Andhra Pradesh,1.99,3649
solar_power,392.04,15,2160.22,598.5,West Bengal,0.82,1630
biochar_production,399.92,12,5959.45,325.85,Haryana,1.13,2524
biochar_production,476.29,7,4697.02,262.24,Tamil Nadu,1.82,2364
wetland_restoration,457.48,7,3937.05,822.74,Meghalaya,1.88,4275
afforestation,305.53,16,6062.17,416.27,Tamil Nadu,1.71,3242
geothermal_energy,111.84,16,9930.33,570.02,Punjab,1.58,4780
afforestation,410.66,16,6479.49,298.0,Telangana,1.67,2939
geothermal_energy,241.3,12,6142.13,799.93,Chandigarh,0.94,3347
sustainable_agriculture,261.52,14,1603.99,327.02,Uttar Pradesh,0.75,972
solar_power,245.8,8,4602.99,240.35,Madhya Pradesh,0.88,1804
electric_mobility,438.68,20,8910.95,678.38,Tripura,1.87,5210
afforestation,76.96,18,3318.08,438.77,Bihar,1.88,2645
green_building,188.83,20,4410.84,291.58,Andhra Pradesh,0.96,1883
green_building,375.74,12,2355.73,914.05,Goa,1.35,3175
wetland_restoration,450.78,9,3798.77,260.67,Odisha,1.64,1995
reforestation,376.03,17,4716.93,107.11,Bihar,1.95,1833
geothermal_energy,160.75,9,2397.11,772.07,Dadra and Nagar Haveli and Daman and Diu,1.99,3792
wetland_restoration,433.7,13,7549.37,869.55,Andhra Pradesh,1.76,5326
methane_capture,234.16,8,4334.06,994.08,Chandigarh,1.07,3428
green_building,466.04,8,2468.25,870.53,Dadra and Nagar Haveli and Daman and Diu,0.67,1907
methane_capture,294.61,10,4363.8,181.42,Assam,1.48,1846
wind_energy,109.56,20,4745.35,203.52,Meghalaya,0.69,1704
geothermal_energy,308.39,8,7171.05,600.59,Tamil Nadu,1.68,4169
wind_energy,172.29,9,7197.24,752.41,Madhya Pradesh,0.99,3649
afforestation,208.87,7,5834.28,705.72,Rajasthan,0.79,2865
wetland_restoration,321.69,15,4550.14,144.03,Punjab,0.83,1604
solar_power,374.43,8,8039.44,140.02,Goa,1.62,2865
carbon_sequestration,373.59,15,1122.62,660.4,Uttar Pradesh,1.85,2780
methane_capture,314.63,14,5216.39,523.17,Chandigarh,0.6,2193
solar_power,316.62,16,4159.69,299.88,Delhi,0.92,1800
green_building,195.71,8,6146.34,237.61,Rajasthan,0.54,2101
green_building,176.56,13,3206.77,290.88,Chhattisgarh,1.46,1811
wind_energy,494.32,17,8634.27,605.28,Madhya Pradesh,1.06,3873
wind_energy,154.14,6,1472.17,803.8,Uttarakhand,1.21,2387
solar_power,113.28,20,6782.48,917.44,Puducherry,1.11,4071
carbon_sequestration,258.53,13,9099.14,613.35,Odisha,0.97,3920
solar_power,398.15,10,5088.68,579.35,Chhattisgarh,1.18,2894
green_building,399.47,15,8923.55,829.1,Nagaland,0.87,4120
electric_mobility,464.27,15,5684.23,833.51,Himachal Pradesh,1.6,4373
carbon_sequestration,236.69,8,4086.05,490.86,Kerala,1.62,2816
biochar_production,482.82,12,6407.64,395.49,Maharashtra,1.77,3322
green_building,493.5,8,8416.41,249.46,Sikkim,1.73,3388
solar_power,261.93,10,8701.67,199.99,Telangana,0.53,2822
biochar_production,7.81,10,9658.02,250.89,Andaman and Nicobar Islands,0.62,3209
methane_capture,360.84,17,6583.13,230.2,Rajasthan,0.57,2237
afforestation,466.44,12,6183.73,475.67,Manipur,1.89,3653
wind_energy,403.68,12,7521.14,304.57,Jammu and Kashmir,1.35,3079
green_building,394.99,13,8046.63,457.72,Chandigarh,1.57,3851
green_building,489.46,8,7833.9,397.02,Rajasthan,0.56,2795
geothermal_energy,302.66,6,7029.43,198.07,Gujarat,0.64,2362
reforestation,359.01,7,9298.35,143.69,Ladakh,1.35,3177
solar_power,407.14,7,3057.19,127.17,Punjab,1.11,1199
reforestation,224.12,11,2630.98,276.89,Manipur,1.21,1459
afforestation,41.27,9,1850.0,927.73,Gujarat,0.58,1631
afforestation,408.97,17,9864.28,203.0,Tamil Nadu,1.74,3666
wetland_restoration,10.83,10,5969.34,179.42,Meghalaya,1.84,2451
methane_capture,330.78,19,7827.23,575.28,Uttarakhand,0.76,3223
solar_power,175.92,15,9633.68,139.31,Kerala,0.73,3093
solar_power,120.52,14,9323.61,278.28,Maharashtra,1.43,3593
electric_mobility,6.02,5,9712.43,527.03,Puducherry,1.78,4790
electric_mobility,417.51,10,1103.75,407.77,Chhattisgarh,0.8,984
geothermal_energy,457.19,7,2465.59,303.15,Uttarakhand,1.54,1673
afforestation,205.06,11,1062.9,523.13,Gujarat,0.74,1093
carbon_sequestration,106.94,11,4652.08,388.17,Kerala,1.86,2840
solar_power,100.17,17,3948.54,386.8,Ladakh,0.54,1602
carbon_sequestration,81.3,7,4008.36,926.07,Karnataka,1.07,3184
afforestation,403.6,17,1708.63,478.72,Karnataka,1.7,2140
geothermal_energy,476.45,15,3014.06,692.24,Karnataka,1.52,3009
geothermal_energy,163.88,14,3211.41,318.26,Karnataka,1.88,2160
methane_capture,209.83,15,4794.84,731.99,Maharashtra,1.49,3620
reforestation,48.77,6,4651.71,335.96,Madhya Pradesh,0.9,2000
sustainable_agriculture,163.01,18,4569.47,357.99,Assam,1.37,2352
wind_energy,342.65,7,5778.44,861.11,Mizoram,1.99,5161
sustainable_agriculture,84.59,17,7503.59,647.98,Mizoram,0.9,3417
afforestation,474.18,12,5997.82,498.15,Bihar,1.86,3652
carbon_sequestration,37.07,8,8138.2,297.01,Maharashtra,0.95,3006
biochar_production,198.95,7,1474.69,832.91,Manipur,1.77,3391
wetland_restoration,115.69,15,8853.33,419.34,Lakshadweep,1.61,4006
afforestation,390.72,11,9776.54,300.3,Manipur,1.19,3648
sustainable_agriculture,67.74,13,7663.28,921.94,Himachal Pradesh,0.6,3405
carbon_sequestration,235.82,20,5040.97,663.47,Kerala,1.4,3370
sustainable_agriculture,293.35,6,8279.75,221.28,Manipur,1.33,3073
reforestation,284.8,17,4917.14,827.8,Bihar,1.56,4058
methane_capture,108.06,6,8822.21,863.08,West Bengal,1.12,4580
wind_energy,26.99,9,8109.49,256.01,Chandigarh,1.7,3303
methane_capture,404.04,13,8890.78,474.45,Haryana,0.97,3588
afforestation,148.94,7,7045.03,443.89,Dadra and Nagar Haveli and Daman and Diu,0.92,2930
electric_mobility,251.73,9,3155.42,373.1,Chhattisgarh,0.71,1476
sustainable_agriculture,452.02,14,2329.6,721.26,West Bengal,1.69,3137
wetland_restoration,96.32,14,9616.27,412.11,Tamil Nadu,0.88,3610
wetland_restoration,274.33,11,9396.56,671.28,Uttarakhand,1.98,5477
geothermal_energy,412.56,7,7717.28,558.91,Haryana,0.99,3422
wind_energy,386.33,14,1575.33,300.42,Goa,1.4,1314
methane_capture,470.47,15,9841.59,646.52,Andaman and Nicobar Islands,1.1,4375
wetland_restoration,248.15,17,8761.41,869.35,Tamil Nadu,0.53,3550
sustainable_agriculture,64.01,17,5341.63,739.71,Ladakh,1.76,4206
green_building,363.36,12,6120.48,700.78,Puducherry,1.38,3770
wind_energy,47.45,19,1370.57,253.17,Punjab,0.87,852
methane_capture,396.27,19,4331.26,544.56,Nagaland,1.37,2791
geothermal_energy,439.37,15,6247.14,259.2,Sikkim,1.09,2439
carbon_sequestration,106.46,6,6632.1,465.33,Madhya Pradesh,1.45,3339
biochar_production,100.95,11,6382.46,665.73,Tamil Nadu,0.54,2634
afforestation,291.2,18,9441.09,572.7,Ladakh,0.68,3611
wind_energy,83.75,15,9164.0,800.46,Karnataka,1.69,5455
solar_power,228.41,10,6844.53,956.28,Gujarat,1.68,5266
electric_mobility,219.54,14,7790.29,829.27,Tripura,1.74,5223
wetland_restoration,215.05,18,2616.28,393.64,Chandigarh,1.94,2312
afforestation,415.66,13,3393.63,414.95,Gujarat,1.16,1981
methane_capture,178.48,18,5169.83,935.71,Goa,1.46,4283
afforestation,391.09,15,3113.2,475.53,Rajasthan,1.07,1952
carbon_sequestration,465.57,13,4213.69,348.19,Maharashtra,1.65,2413
wetland_restoration,415.91,5,7664.17,228.13,Himachal Pradesh,0.53,2541
reforestation,271.14,17,5875.57,316.62,Dadra and Nagar Haveli and Daman and Diu,0.65,2174
methane_capture,454.95,8,9270.29,493.43,Jharkhand,0.57,3344
solar_power,464.09,14,9032.83,375.14,Odisha,1.03,3483
wind_energy,219.71,7,9481.75,444.35,Dadra and Nagar Haveli and Daman and Diu,1.5,4178
solar_power,279.5,11,9196.03,461.83,Manipur,1.17,3839
wetland_restoration,366.19,7,6756.33,520.06,Kerala,0.81,2869
wetland_restoration,197.02,20,7053.22,370.53,Odisha,0.56,2531
solar_power,78.32,8,5937.83,919.06,Rajasthan,0.74,3142
methane_capture,491.38,15,5084.67,926.46,Uttarakhand,1.62,4527
geothermal_energy,493.24,8,9124.68,562.8,Haryana,1.98,4966
geothermal_energy,389.53,14,4430.49,153.14,Lakshadweep,1.83,1890
wind_energy,482.57,9,1427.87,544.06,Sikkim,0.99,1506
carbon_sequestration,82.93,12,8884.71,988.27,Andaman and Nicobar Islands,1.1,4840
carbon_sequestration,414.57,15,9951.37,288.67,Goa,1.92,4094
wetland_restoration,493.81,20,7513.46,825.0,Mizoram,1.6,4894
sustainable_agriculture,53.38,6,8839.62,150.65,Kerala,1.99,3251
geothermal_energy,165.66,16,5048.78,187.19,Jharkhand,1.51,2080
green_building,236.27,7,3230.94,566.56,West Bengal,0.69,1751
methane_capture,414.32,18,7965.06,812.12,Ladakh,1.19,4322
electric_mobility,260.08,11,5632.4,590.62,West Bengal,1.65,3639
biochar_production,47.99,16,8768.59,174.18,Haryana,1.79,3254
geothermal_energy,315.56,17,6735.08,411.82,Telangana,1.52,3272
wetland_restoration,76.78,17,2788.76,959.92,Odisha,1.25,3236
biochar_production,386.19,10,7027.6,987.92,Puducherry,0.65,3393
wind_energy,404.02,16,5278.68,777.21,Dadra and Nagar Haveli and Daman and Diu,1.71,4242
reforestation,341.09,6,6683.96,135.49,West Bengal,0.59,2165
afforestation,78.16,7,5554.39,639.27,Arunachal Pradesh,1.63,3750
afforestation,309.15,6,7887.19,777.23,Andhra Pradesh,1.23,4278
wind_energy,320.84,12,4363.5,685.8,Bihar,1.34,3147
green_building,159.72,15,1200.87,471.78,Maharashtra,1.83,2087
electric_mobility,27.99,10,9405.26,591.57,Punjab,0.98,3981
solar_power,216.09,19,3650.19,376.77,Dadra and Nagar Haveli and Daman and Diu,0.66,1592
solar_power,77.11,19,5000.83,395.44,Uttar Pradesh,1.66,2813
wetland_restoration,375.84,7,7571.76,266.23,Kerala,1.85,3257
carbon_sequestration,300.12,7,7386.45,664.02,Odisha,1.74,4527
reforestation,79.41,5,6035.34,222.67,Lakshadweep,0.78,2158
biochar_production,41.59,14,1835.21,943.04,Mizoram,1.36,3116
biochar_production,473.9,11,5294.97,715.02,Arunachal Pradesh,1.25,3376
methane_capture,333.97,9,9974.2,173.72,West Bengal,1.78,3611
biochar_production,389.98,12,5398.2,714.52,Dadra and Nagar Haveli and Daman and Diu,1.46,3706
green_building,10.34,10,5009.36,540.05,Puducherry,1.66,3296
green_building,457.93,5,9518.93,841.03,Kerala,1.73,5766
carbon_sequestration,139.51,6,1104.87,554.96,Goa,1.29,1763
biochar_production,460.77,16,8190.87,511.21,Puducherry,1.29,3776
afforestation,255.54,16,2562.1,464.41,Ladakh,1.76,2403
wetland_restoration,282.81,17,6166.83,566.04,Nagaland,1.74,3820
carbon_sequestration,242.95,14,9260.22,607.32,Bihar,0.56,3458
afforestation,158.91,12,9135.56,991.83,Bihar,0.94,4605
sustainable_agriculture,228.41,18,2735.78,519.67,Maharashtra,1.43,2307
electric_mobility,286.74,8,6450.53,288.29,Haryana,1.95,3059
reforestation,297.92,12,9661.36,613.53,Lakshadweep,1.31,4506
biochar_production,158.6,5,1883.25,412.05,Haryana,0.64,1092
green_building,177.09,18,5004.55,886.08,Tamil Nadu,0.84,2990
methane_capture,356.58,5,7353.94,163.33,Delhi,1.95,2843
green_building,168.17,11,2649.65,295.36,Nagaland,1.41,1628
wind_energy,137.32,17,3319.02,425.81,Tripura,1.49,2265
afforestation,298.63,13,9921.41,772.96,Goa,1.28,4955
solar_power,380.78,10,6239.67,312.19,Tamil Nadu,1.28,2671
geothermal_energy,12.49,6,9315.72,853.15,Odisha,1.03,4552
reforestation,290.98,12,2269.54,113.13,Haryana,0.75,851
reforestation,44.5,11,6487.68,231.46,Andhra Pradesh,1.28,2539
methane_capture,84.39,11,7973.41,831.33,Assam,1.45,4803
biochar_production,215.67,17,9583.18,666.35,Himachal Pradesh,1.83,5314
wind_energy,274.51,15,3667.73,865.33,Goa,1.61,3887
green_building,327.43,20,7372.6,867.1,Uttar Pradesh,0.73,3478
wetland_restoration,91.75,17,3692.73,930.55,Gujarat,0.54,2113
methane_capture,266.8,12,7487.4,459.02,Dadra and Nagar Haveli and Daman and Diu,1.75,3853
electric_mobility,82.61,17,7539.25,929.79,Meghalaya,1.65,5330
carbon_sequestration,490.17,9,8303.13,257.58,Haryana,1.9,3470
green_building,452.54,16,4810.71,709.24,Karnataka,1.59,3699
wind_energy,28.53,16,2444.74,392.92,Lakshadweep,0.77,1339
green_building,149.62,20,4402.44,836.9,Maharashtra,0.99,2978
afforestation,155.84,6,6909.33,900.22,Nagaland,1.69,5116
wind_energy,428.95,16,2408.65,810.56,Uttarakhand,0.84,2084
methane_capture,170.2,20,2775.56,322.52,Manipur,1.31,1678
biochar_production,116.62,11,5069.94,533.46,Himachal Pradesh,1.81,3452
biochar_production,377.2,17,7904.25,697.96,Ladakh,1.6,4605
sustainable_agriculture,154.59,10,6616.16,952.31,Kerala,1.83,5470
afforestation,344.35,7,8123.27,978.55,Andaman and Nicobar Islands,1.78,5921
carbon_sequestration,310.54,15,7224.99,139.75,Chandigarh,1.04,2458
geothermal_energy,239.49,12,4481.66,148.43,Chandigarh,1.93,1917
sustainable_agriculture,454.6,16,1637.46,960.39,Gujarat,1.64,3641
geothermal_energy,168.54,17,3579.64,868.48,Assam,1.01,2828
afforestation,179.02,6,1168.69,184.07,Punjab,1.46,888
solar_power,201.71,11,2706.74,336.99,Himachal Pradesh,1.76,1998
green_building,439.3,20,2416.87,813.7,Meghalaya,1.53,3215
afforestation,5.39,14,8641.87,240.46,Andaman and Nicobar Islands,1.04,3093
biochar_production,128.83,12,6717.7,440.55,Haryana,0.64,2579
geothermal_energy,244.29,10,7696.03,923.97,Meghalaya,0.99,4138
carbon_sequestration,60.45,10,9271.36,267.53,Karnataka,1.47,3568
electric_mobility,230.65,13,3287.85,837.12,Andhra Pradesh,0.74,2225
sustainable_agriculture,308.48,11,1136.37,818.21,West Bengal,1.24,2370
wetland_restoration,451.48,16,1866.04,566.54,Himachal Pradesh,1.11,1818
electric_mobility,172.19,8,8488.09,379.58,Tamil Nadu,0.89,3222
wind_energy,221.95,14,4871.43,434.02,Dadra and Nagar Haveli and Daman and Diu,1.35,2633
carbon_sequestration,42.04,19,1338.62,397.62,Chhattisgarh,1.57,1650
carbon_sequestration,140.6,19,5844.51,960.49,Andhra Pradesh,1.79,5192
methane_capture,79.53,6,5399.36,216.4,Karnataka,0.5,1836
electric_mobility,470.94,5,7919.4,895.4,Ladakh,1.5,5062
wetland_restoration,43.21,18,4522.95,204.5,Odisha,1.63,2024
wind_energy,200.59,7,2591.22,630.62,Puducherry,0.64,1585
methane_capture,204.19,11,9795.93,838.24,Arunachal Pradesh,1.82,5990
sustainable_agriculture,18.97,13,9966.74,190.66,Chhattisgarh,1.39,3520
sustainable_agriculture,405.82,9,9284.81,560.39,Himachal Pradesh,1.61,4590
afforestation,93.3,19,8600.38,650.09,Meghalaya,1.69,4777
reforestation,454.34,17,4530.41,990.73,Nagaland,0.85,3043
geothermal_energy,352.99,5,2216.52,838.31,Nagaland,0.7,1839
solar_power,475.43,8,2692.18,744.43,Punjab,1.07,2401
afforestation,225.42,7,2698.88,376.41,Mizoram,0.54,1216
wetland_restoration,162.07,13,3654.2,989.99,Jharkhand,1.01,3096
wetland_restoration,440.64,13,7790.24,145.26,Haryana,0.7,2540
geothermal_energy,141.76,10,5330.18,337.74,Madhya Pradesh,0.77,2119
wind_energy,212.28,18,4651.99,165.02,Tripura,0.97,1716
geothermal_energy,213.15,17,2002.9,124.8,Maharashtra,1.54,985
wetland_restoration,244.96,5,2727.58,122.62,Nagaland,0.84,1024
carbon_sequestration,108.1,9,6712.45,293.07,Sikkim,1.24,2741
afforestation,131.27,15,9444.3,999.9,Manipur,1.57,5973
reforestation,55.51,12,2063.47,999.26,Kerala,0.55,1718
solar_power,445.36,20,1387.2,168.32,Himachal Pradesh,1.29,850
geothermal_energy,109.68,13,2787.71,578.63,Jammu and Kashmir,0.97,1959
carbon_sequestration,153.63,20,4435.56,360.31,Gujarat,1.87,2678
wind_energy,333.45,15,8699.01,989.54,Haryana,1.28,5143
afforestation,129.1,9,3426.0,110.19,Odisha,1.74,1411
afforestation,67.1,9,6720.87,344.05,Jammu and Kashmir,0.84,2594
carbon_sequestration,446.05,16,9193.92,117.82,Punjab,1.83,3189
reforestation,268.47,6,8313.24,278.26,Delhi,0.5,2772
electric_mobility,264.19,10,9908.08,991.86,Kerala,1.69,6325
methane_capture,86.13,7,7929.47,673.36,Puducherry,1.47,4359
afforestation,69.29,14,8150.47,971.34,Telangana,1.33,5029
green_building,350.77,7,8201.67,394.3,Manipur,1.2,3407
carbon_sequestration,428.21,8,2500.28,344.31,Telangana,1.18,1563
biochar_production,17.17,14,4797.53,324.12,Karnataka,1.69,2535
wetland_restoration,42.51,20,7012.81,355.18,Karnataka,0.93,2764
green_building,186.17,9,6422.8,204.54,Arunachal Pradesh,1.1,2377
electric_mobility,120.14,6,1669.3,508.4,Meghalaya,0.7,1213
methane_capture,489.71,13,2328.73,648.34,Jammu and Kashmir,1.54,2696
carbon_sequestration,165.12,18,4519.7,543.11,Andhra Pradesh,0.81,2236
wetland_restoration,332.23,6,2716.66,292.98,Tamil Nadu,1.89,1922
green_building,87.37,15,5746.9,963.16,Tripura,1.73,5057
reforestation,399.34,20,6720.12,923.32,Goa,1.3,4417
sustainable_agriculture,360.82,12,7995.2,534.81,Telangana,0.91,3372
geothermal_energy,92.73,5,9693.68,200.83,Himachal Pradesh,1.86,3655
solar_power,425.93,13,6537.6,869.89,Haryana,1.31,4240
methane_capture,319.62,19,6874.86,457.62,Chhattisgarh,0.52,2538
methane_capture,162.25,12,8402.76,239.08,Telangana,1.27,3128
electric_mobility,444.58,14,8759.82,831.05,Uttar Pradesh,1.43,5005
geothermal_energy,451.89,19,4222.92,794.52,Rajasthan,0.54,2125
solar_power,378.37,8,8655.19,618.42,Gujarat,1.61,4588
wetland_restoration,7.08,17,3100.06,660.47,Uttarakhand,1.8,3308
carbon_sequestration,109.38,11,2695.01,662.12,Andhra Pradesh,1.64,2980
carbon_sequestration,40.41,6,3971.43,201.53,Haryana,0.54,1409
sustainable_agriculture,395.15,18,3211.49,946.85,Dadra and Nagar Haveli and Daman and Diu,0.83,2535
sustainable_agriculture,263.18,13,8203.12,825.37,Himachal Pradesh,0.8,3782
methane_capture,442.69,17,2904.0,965.59,Assam,0.8,2416
reforestation,435.83,17,7471.9,711.0,Ladakh,1.54,4431
reforestation,34.35,12,7033.52,807.66,Nagaland,0.58,3047
carbon_sequestration,488.73,7,2668.47,976.8,Uttarakhand,0.77,2305
sustainable_agriculture,47.96,14,4418.86,446.73,Chhattisgarh,1.43,2603
wetland_restoration,401.63,17,2829.33,320.39,Jammu and Kashmir,0.58,1220
wetland_restoration,163.4,9,8863.12,793.09,Rajasthan,1.87,5625
sustainable_agriculture,159.6,19,4627.3,837.3,Haryana,1.55,3984
sustainable_agriculture,156.91,18,4019.82,291.16,Meghalaya,1.74,2219
reforestation,38.51,15,6911.36,309.91,Jharkhand,0.95,2662
solar_power,33.36,14,5384.16,808.16,Uttarakhand,0.93,3118
wetland_restoration,82.18,17,7424.91,202.49,Haryana,1.21,2717
afforestation,374.39,8,1167.88,204.92,Telangana,0.84,695
carbon_sequestration,13.53,5,8605.64,454.64,West Bengal,1.03,3518
sustainable_agriculture,239.13,9,9380.04,683.57,Mizoram,0.93,4085
biochar_production,462.53,7,1400.06,874.68,Andaman and Nicobar Islands,0.86,1924
wetland_restoration,485.16,15,5851.96,165.16,Chandigarh,1.33,2195
wetland_restoration,182.4,13,2954.88,126.0,Andhra Pradesh,1.85,1353
electric_mobility,46.65,11,8193.52,199.47,West Bengal,0.71,2741
electric_mobility,95.35,20,9273.67,335.75,Haryana,1.03,3474
wind_energy,405.95,5,7063.18,956.47,Madhya Pradesh,0.69,3439
electric_mobility,242.88,12,2687.85,152.35,Dadra and Nagar Haveli and Daman and Diu,1.65,1309
solar_power,475.09,17,4322.88,263.58,Rajasthan,1.49,2082
afforestation,413.62,10,6973.12,840.56,Dadra and Nagar Haveli and Daman and Diu,1.07,3891
methane_capture,40.9,9,6767.37,925.21,Andhra Pradesh,1.62,5028
solar_power,126.1,14,7007.81,448.43,Himachal Pradesh,0.93,2936
biochar_production,236.51,14,9762.77,581.25,Goa,1.21,4335
methane_capture,314.74,13,3747.95,307.53,Karnataka,1.64,2133
solar_power,359.8,15,2872.24,209.67,Nagaland,0.76,1180
wetland_restoration,413.94,5,5193.41,533.24,Gujarat,1.91,3595
electric_mobility,88.82,7,5039.58,482.45,Arunachal Pradesh,1.44,2901
wetland_restoration,300.19,5,1215.55,814.72,Manipur,1.58,2939
afforestation,157.08,19,2752.33,757.41,Telangana,1.33,2840
geothermal_energy,205.17,14,1212.01,384.97,Mizoram,1.58,1580
green_building,7.92,5,7322.56,409.05,Punjab,1.1,3097
wind_energy,247.51,5,7036.85,409.63,Lakshadweep,1.53,3365
biochar_production,400.47,12,9115.68,419.64,Karnataka,1.46,3960
methane_capture,193.32,15,6760.44,469.15,Telangana,1.86,3773
carbon_sequestration,136.53,13,5389.83,823.89,Telangana,1.33,3808
solar_power,74.6,16,8687.24,963.87,West Bengal,1.39,5286
solar_power,180.4,14,6753.68,104.63,Arunachal Pradesh,1.96,2436
wetland_restoration,135.88,11,1632.46,688.65,Chhattisgarh,0.51,1192
green_building,194.64,11,4647.91,918.51,West Bengal,0.93,3103
electric_mobility,102.6,13,1147.1,712.26,Puducherry,1.79,2894
solar_power,150.39,14,4868.81,522.01,Mizoram,0.72,2212
wetland_restoration,410.65,18,8093.02,143.47,Odisha,1.09,2741
sustainable_agriculture,309.39,7,7274.78,831.06,West Bengal,0.61,3196
afforestation,259.85,19,2138.18,941.86,Haryana,1.39,3260
green_building,402.51,15,1717.92,657.71,Himachal Pradesh,1.97,3107
wind_energy,184.63,18,7588.27,385.9,Punjab,0.89,2963
methane_capture,182.12,20,3361.69,869.31,Manipur,0.58,2017
wetland_restoration,439.83,17,4874.45,279.74,Gujarat,1.47,2285
afforestation,192.36,15,8836.27,126.43,Odisha,1.17,2947
sustainable_agriculture,210.59,18,8186.04,791.61,Sikkim,1.35,4593
wetland_restoration,147.67,5,6603.34,971.51,Delhi,0.77,3477
geothermal_energy,209.06,19,5855.86,479.73,Uttarakhand,0.96,2678
sustainable_agriculture,322.59,14,9816.54,430.38,Arunachal Pradesh,0.65,3504
wetland_restoration,217.77,18,7472.27,225.58,Sikkim,1.01,2697
geothermal_energy,182.12,15,5468.65,808.99,Jharkhand,1.34,3809
electric_mobility,260.98,16,3232.01,907.19,Andhra Pradesh,1.33,3383
methane_capture,408.4,6,5325.17,887.6,Dadra and Nagar Haveli and Daman and Diu,0.82,3053
sustainable_agriculture,434.86,9,6287.28,607.96,Telangana,1.28,3443
geothermal_energy,470.21,10,9439.22,745.27,Assam,1.3,4769
green_building,414.46,12,1461.32,105.98,Andhra Pradesh,0.89,627
green_building,32.53,12,2550.34,177.85,Tamil Nadu,0.84,1064
solar_power,375.54,5,6390.92,264.02,Tripura,1.97,2958
biochar_production,101.05,9,7805.28,648.84,Nagaland,1.69,4535
wetland_restoration,277.88,12,2305.39,875.07,Gujarat,0.98,2407
solar_power,82.36,11,1227.72,489.62,Kerala,1.14,1485
solar_power,357.06,10,3615.14,837.17,Punjab,0.66,2190
wind_energy,49.62,12,3829.02,976.43,Chandigarh,1.63,4332
green_building,295.13,9,3806.21,223.53,Andhra Pradesh,1.2,1678
wind_energy,343.13,8,7417.9,265.08,Sikkim,1.96,3264
wetland_restoration,93.32,16,9784.62,813.4,Meghalaya,1.16,4822
wind_energy,128.24,7,3184.77,454.72,Arunachal Pradesh,1.81,2602
sustainable_agriculture,271.13,20,3168.24,760.39,Madhya Pradesh,1.41,3095
reforestation,398.43,18,8120.51,671.69,Goa,1.04,3833
methane_capture,255.35,14,6441.88,115.55,Nagaland,0.89,2138
sustainable_agriculture,78.97,6,4723.51,483.93,Maharashtra,1.13,2511
carbon_sequestration,263.09,9,9738.26,338.71,Ladakh,0.85,3497
methane_capture,203.59,18,3402.83,294.09,Nagaland,1.13,1685
